words,links,capital_words,spam_word_count,is_spam
186,0,2,1,0
293,1,2,1,0
77,3,3,2,0
27,0,2,0,0
350,6,1,7,1
546,0,22,7,1
158,1,3,0,0
239,1,3,6,0
259,0,1,6,0
281,2,4,6,1
677,7,28,7,1
696,4,3,3,1
601,8,5,9,1
233,5,0,0,0
795,5,14,1,1
959,5,21,5,1
452,4,20,5,1
130,8,10,3,1
186,0,4,0,0
610,1,8,7,1
244,2,1,7,1
255,2,1,1,0
919,0,16,8,1
331,2,2,4,0
298,2,1,6,0
110,6,10,8,1
394,3,4,3,1
59,1,0,1,0
32,1,3,1,0
197,1,1,4,0
283,4,2,2,0
686,6,20,7,1
306,1,6,0,0
972,7,13,5,1
112,2,5,0,0
173,5,1,2,0
340,0,2,2,0
38,2,0,6,0
130,2,3,0,0
874,6,25,4,1
275,2,0,0,0
515,3,2,3,1
259,1,7,2,0
208,1,2,2,0
902,7,9,1,1
58,0,2,2,0
99,2,16,9,1
191,2,0,2,0
997,6,6,7,1
543,5,2,5,1
463,1,3,1,0
381,5,3,2,0
299,7,10,8,1
78,2,0,1,0
179,5,7,8,1
453,1,0,1,0
102,2,0,2,0
892,7,3,4,1
254,5,3,2,0
159,0,23,0,1
141,1,2,3,1
383,8,0,0,1
339,5,19,9,1
90,3,7,5,1
240,5,19,9,1
233,1,2,0,0
75,0,2,10,1
253,2,3,2,0
196,0,9,6,1
294,1,2,1,0
160,1,2,2,0
260,1,1,1,0
531,4,10,1,1
198,2,2,0,0
236,1,0,2,0
705,2,5,10,1
223,0,0,0,0
67,7,22,9,1
455,1,3,0,0
923,6,19,9,1
289,0,0,2,0
275,10,28,3,1
271,1,9,0,0
168,1,29,4,1
226,1,6,2,0
244,3,1,2,0
261,10,27,6,1
331,3,8,10,1
581,4,0,1,1
732,0,5,7,1
303,8,23,8,1
304,1,7,0,0
493,3,0,2,0
835,10,4,8,1
343,5,5,0,0
745,10,18,6,1
109,1,2,2,0
162,0,3,1,0
875,2,21,7,1
32,2,1,4,0
56,3,1,5,1
197,9,6,3,1
117,2,24,5,1
208,1,5,2,0
56,2,2,1,0
115,6,20,3,1
153,2,3,1,0
74,3,12,4,1
710,0,26,4,1
217,2,3,2,0
155,2,1,1,0
73,9,5,0,1
181,2,12,2,1
317,3,24,3,1
264,1,2,2,0
938,5,30,7,1
100,7,20,5,1
386,0,0,1,0
841,9,1,1,1
37,0,2,0,0
294,2,3,0,0
184,9,6,3,1
29,1,2,1,0
189,0,2,0,0
341,6,28,6,1
997,4,30,3,1
90,1,3,2,0
50,9,7,5,1
123,3,4,7,1
243,1,5,2,0
246,1,2,4,0
55,2,10,5,0
255,2,3,2,0
449,5,26,4,1
72,9,25,3,1
86,0,5,0,0
516,9,2,4,1
100,7,21,6,1
637,2,27,6,1
310,9,16,1,1
23,0,3,2,0
274,2,2,2,0
808,5,4,4,1
975,8,20,5,1
226,0,0,4,0
172,0,0,3,0
188,2,22,6,1
51,7,9,9,1
352,4,15,4,1
190,3,2,4,0
166,2,5,4,1
33,1,2,2,0
145,3,26,3,1
197,2,3,1,0
193,1,1,1,0
275,1,1,2,0
271,2,2,0,0
633,2,19,8,1
121,7,29,3,1
148,3,5,1,0
75,3,7,6,1
321,6,23,8,1
62,0,1,1,0
266,1,1,0,0
21,0,1,1,0
552,4,23,9,1
913,8,3,8,1
101,2,3,1,0
728,2,22,3,1
65,1,2,1,0
91,3,3,0,0
56,1,2,2,0
208,2,1,1,0
880,5,22,5,1
144,6,8,4,1
351,4,27,2,1
221,0,6,1,0
71,2,8,2,0
78,3,3,9,1
157,3,15,3,1
441,7,27,1,1
130,2,0,2,0
474,1,2,2,0
21,0,6,1,0
589,2,3,10,1
399,9,21,2,1
88,5,3,5,0
131,5,26,3,1
825,3,22,10,1
294,0,2,1,0
383,10,10,1,1
112,3,12,3,1
81,0,9,1,0
269,0,3,2,0
48,1,1,0,0
74,2,3,0,0
249,7,6,3,1
185,1,1,3,0
784,4,19,9,1
337,0,9,0,0
417,5,13,8,1
132,0,10,0,0
287,2,0,0,0
132,1,0,0,0
234,2,5,1,0
381,4,6,2,0
169,0,2,3,0
600,8,15,6,1
249,0,3,2,0
200,4,0,2,0
192,0,17,7,1
151,2,9,9,1
559,5,28,9,1
401,0,3,2,0
382,1,14,0,1
375,2,0,2,0
59,0,20,7,1
175,1,13,6,1
89,2,3,1,0
502,2,4,5,1
111,2,0,3,0
174,0,3,6,0
118,9,10,5,1
35,2,3,2,0
865,2,14,4,1
170,10,26,6,1
129,6,20,1,1
276,8,14,6,1
309,2,26,7,1
440,10,5,7,1
181,2,0,2,0
123,0,0,2,0
343,10,21,9,1
471,2,9,6,1
186,2,5,6,1
306,2,7,0,0
784,4,27,3,1
228,1,0,0,0
222,3,26,9,1
125,0,0,0,0
98,5,14,5,1
30,0,0,2,0
523,2,12,4,1
295,2,23,4,1
540,8,0,8,1
35,0,1,0,0
222,4,3,2,0
484,2,1,3,0
218,6,18,9,1
481,7,6,4,1
944,10,15,6,1
224,1,1,3,0
188,2,1,2,0
156,8,24,2,1
82,3,26,9,1
723,2,3,5,1
199,5,17,2,1
684,0,19,2,1
653,6,21,2,1
95,1,3,1,0
275,0,1,0,0
213,2,10,4,0
226,0,25,8,1
98,6,3,6,1
224,1,3,0,0
429,4,21,9,1
106,7,11,1,1
938,6,0,9,1
404,1,2,6,0
736,3,3,9,1
650,6,17,9,1
352,2,0,5,0
68,1,1,6,0
214,2,21,10,1
57,1,2,0,0
488,8,20,1,1
979,5,1,7,1
418,1,21,6,1
476,2,3,3,0
217,0,3,0,0
81,2,2,2,0
288,5,0,1,0
649,1,19,10,1
217,1,2,1,0
299,9,2,3,1
146,1,3,2,0
161,3,9,3,1
241,4,5,6,1
213,0,0,4,0
253,2,1,1,0
151,1,2,1,0
716,0,2,6,1
65,7,15,6,1
313,1,10,2,0
689,10,27,9,1
99,0,0,2,0
308,4,1,1,1
205,1,2,0,0
297,2,13,7,1
169,2,3,3,0
182,1,0,1,0
252,9,29,3,1
170,6,6,8,1
91,3,0,2,0
204,2,2,2,0
662,4,13,8,1
278,2,7,7,1
326,8,11,4,1
162,4,25,6,1
192,9,13,8,1
277,0,1,1,0
329,3,1,2,0
613,6,5,9,1
130,0,0,0,0
534,1,29,3,1
155,0,7,0,0
119,0,3,1,0
762,2,25,2,1
297,1,8,2,0
476,0,1,2,0
145,0,0,1,0
597,10,4,7,1
134,1,1,3,0
288,1,2,5,0
290,1,2,2,0
242,2,3,5,0
143,4,5,4,1
328,2,23,3,1
520,3,24,0,1
162,5,23,8,1
221,1,0,0,0
316,3,3,5,1
898,9,8,4,1
145,1,3,2,0
825,5,5,0,1
103,10,5,7,1
176,0,7,6,0
892,6,8,6,1
579,3,7,10,1
112,1,2,0,0
194,2,0,5,0
872,7,1,10,1
402,1,1,1,0
58,4,3,2,0
46,2,0,0,0
935,5,18,9,1
223,7,21,3,1
154,2,2,2,0
66,2,0,6,0
366,0,5,0,0
988,8,13,10,1
184,5,1,2,0
868,7,5,7,1
548,5,2,10,1
638,4,5,9,1
731,4,12,10,1
186,8,1,7,1
187,2,0,2,0
470,2,0,3,0
231,8,6,7,1
122,5,3,3,1
758,10,26,0,1
159,2,3,0,0
245,0,0,0,0
637,3,30,1,1
210,10,21,4,1
940,2,9,2,1
749,1,4,3,1
62,0,3,3,0
143,8,30,6,1
83,4,2,0,0
139,6,3,7,1
621,10,28,2,1
294,2,1,0,0
54,0,3,1,0
311,2,23,9,1
116,2,24,1,1
114,0,8,1,0
123,0,3,0,0
453,3,1,0,0
301,1,21,3,1
606,2,21,0,1
125,2,12,3,1
20,2,2,0,0
266,3,15,6,1
459,7,27,3,1
290,4,0,0,0
33,2,1,1,0
56,1,4,0,0
217,0,0,1,0
157,2,0,2,0
53,2,16,6,1
91,5,4,4,1
176,4,5,5,1
299,0,2,0,0
156,3,9,5,1
157,2,0,0,0
285,2,3,1,0
418,7,20,3,1
394,9,3,8,1
491,0,2,1,0
106,3,3,1,0
22,5,1,0,0
73,0,0,0,0
923,2,26,10,1
55,4,10,10,1
313,10,28,10,1
459,2,7,8,1
721,3,27,3,1
549,3,22,5,1
185,0,3,1,0
119,9,9,10,1
314,8,28,2,1
62,1,1,2,0
131,8,10,3,1
274,2,0,2,0
290,1,7,1,0
107,2,0,2,0
392,6,28,9,1
182,2,9,10,1
572,0,5,5,1
637,4,7,9,1
63,0,17,4,1
97,7,4,6,1
410,0,0,2,0
824,2,20,4,1
247,2,4,1,0
45,2,0,1,0
655,1,28,3,1
722,10,17,1,1
32,4,3,2,0
294,4,15,9,1
247,8,8,8,1
177,0,0,0,0
983,5,4,7,1
336,3,27,0,1
503,5,20,6,1
484,0,28,4,1
447,2,0,0,0
123,2,6,1,0
244,2,0,6,0
105,7,21,3,1
812,9,13,7,1
151,3,11,4,1
166,2,0,1,0
280,0,7,0,0
289,0,14,6,1
835,8,6,8,1
794,2,6,9,1
81,2,1,2,0
434,0,1,4,0
37,1,2,2,0
785,4,22,6,1
177,4,3,5,0
159,5,1,2,0
419,1,2,0,0
298,3,1,2,0
712,7,23,10,1
98,0,8,1,0
114,8,4,2,1
92,1,7,0,0
427,0,29,4,1
748,3,22,3,1
758,3,28,4,1
400,3,22,10,1
155,2,17,5,1
174,6,29,5,1
25,2,0,2,0
213,0,0,2,0
816,7,20,10,1
294,0,2,5,0
119,2,0,5,0
297,2,1,2,0
558,6,0,10,1
105,10,15,3,1
665,3,4,10,1
83,2,23,3,1
807,7,3,7,1
88,2,27,7,1
199,2,0,4,1
328,0,12,6,1
508,5,24,8,1
119,5,23,1,1
390,2,3,6,0
180,7,21,4,1
187,2,3,0,0
505,4,25,6,1
283,5,3,0,0
953,8,14,3,1
262,2,0,0,0
350,7,22,7,1
569,10,30,8,1
258,2,2,4,0
254,1,1,0,0
232,0,4,8,1
623,4,25,3,1
828,8,12,4,1
278,2,0,0,0
62,2,27,8,1
174,4,14,8,1
241,2,3,1,0
243,2,1,2,0
103,2,25,7,1
85,9,7,3,1
350,7,13,8,1
425,3,13,5,1
242,1,1,4,0
143,1,9,5,1
188,2,9,3,0
912,10,5,0,1
75,0,2,1,0
307,7,7,3,1
241,1,5,1,0
217,8,24,2,1
797,8,20,6,1
102,6,19,7,1
559,4,19,4,1
28,1,2,2,0
957,1,10,3,1
865,9,5,3,1
130,1,3,2,0
130,2,9,3,1
132,3,9,9,1
405,5,4,9,1
585,9,9,0,1
690,2,11,8,1
734,5,20,5,1
941,9,8,0,1
420,2,0,1,0
695,2,0,3,1
281,2,11,6,1
33,1,3,1,0
244,0,0,0,0
263,1,0,2,0
792,6,28,7,1
906,7,6,1,1
935,9,17,10,1
108,4,3,0,0
135,0,3,0,1
66,1,1,1,0
937,8,7,8,1
94,3,2,2,0
87,3,0,2,0
126,4,1,7,1
394,8,1,3,1
614,4,28,0,1
40,1,10,3,0
300,5,3,6,1
799,2,5,8,1
849,7,0,4,1
148,8,4,8,1
865,10,5,6,1
170,10,2,6,1
411,1,3,2,0
178,2,18,5,1
299,0,8,0,0
371,3,8,6,0
812,7,11,6,1
332,7,5,6,1
161,9,17,9,1
305,1,5,7,1
202,2,2,0,0
242,0,0,2,0
41,1,3,3,0
799,9,1,8,1
40,2,1,1,0
892,7,24,8,1
142,2,1,0,0
235,0,1,3,0
454,2,3,5,0
560,3,23,9,1
330,2,0,2,1
280,2,3,2,0
86,2,1,2,0
234,1,0,5,0
469,4,3,5,1
993,3,29,3,1
64,1,4,2,0
720,5,12,2,1
217,3,18,9,1
90,8,23,6,1
218,2,5,0,0
383,1,1,0,0
436,10,10,1,1
127,2,2,5,0
113,6,18,3,1
298,0,2,0,0
652,10,12,6,1
278,10,11,6,1
246,1,7,0,0
224,1,0,2,0
254,0,0,1,0
78,0,7,1,0
130,0,1,2,0
131,0,3,2,0
130,2,11,3,1
599,7,9,9,1
57,8,15,6,1
127,0,4,0,0
200,1,18,6,1
425,1,2,0,0
225,2,1,2,0
816,2,1,2,1
149,1,7,2,0
97,2,1,1,0
229,1,3,2,0
868,10,16,5,1
497,6,2,4,1
892,9,20,3,1
100,1,0,1,0
47,5,0,0,0
908,2,29,9,1
26,1,3,0,0
191,1,1,2,0
438,7,5,6,1
710,8,12,9,1
731,0,21,3,1
359,9,2,6,1
644,2,16,2,1
128,2,1,3,1
678,9,14,8,1
157,2,2,8,1
210,0,3,0,0
52,2,3,0,0
119,4,4,3,1
72,7,7,1,1
256,3,23,4,1
302,2,1,0,0
95,8,13,3,1
388,1,9,8,1
118,2,1,0,0
788,1,29,5,1
302,6,21,8,1
221,0,2,1,0
480,3,11,1,1
896,3,17,8,1
228,1,0,2,0
629,7,29,10,1
113,3,3,1,0
153,4,1,1,0
426,10,29,2,1
111,1,3,1,0
263,0,2,2,0
138,0,4,1,0
720,5,9,3,1
241,2,10,2,0
73,0,3,1,0
265,0,4,3,0
243,4,14,3,1
114,4,2,1,0
115,8,15,9,1
68,2,2,0,0
195,0,7,1,0
219,2,7,1,0
574,4,27,8,1
227,1,0,4,0
613,8,15,4,1
96,1,0,2,0
281,1,4,6,0
333,4,3,3,1
302,2,2,2,0
261,1,2,2,0
287,5,14,10,1
23,1,2,0,0
110,4,29,8,1
463,8,7,8,1
113,4,1,5,0
820,3,20,6,1
130,2,1,6,0
379,0,3,2,0
525,3,20,1,1
151,1,0,1,0
810,7,8,9,1
736,5,29,9,1
251,2,2,2,0
416,2,0,4,0
888,2,4,3,1
382,5,4,9,1
76,1,3,2,0
250,1,4,1,0
143,6,20,3,1
429,2,24,6,1
428,9,5,2,1
141,1,1,1,0
210,3,5,0,0
347,0,3,1,0
895,2,23,2,1
172,3,1,1,0
788,3,0,8,1
245,5,6,7,1
473,10,11,4,1
269,0,0,0,0
118,0,1,5,1
183,6,22,6,1
197,1,10,0,0
169,0,2,1,0
136,0,6,2,0
885,3,14,5,1
344,0,3,1,0
127,2,10,1,0
34,2,1,0,0
295,1,2,5,0
215,1,5,2,0
517,6,6,7,1
104,2,3,0,0
269,1,8,0,0
210,5,2,1,0
151,0,0,2,0
532,7,25,4,1
290,0,1,1,0
413,1,6,1,0
152,0,10,2,0
319,1,3,2,0
61,3,0,6,1
377,2,0,2,0
56,3,1,2,0
45,2,1,5,0
988,3,14,4,1
569,7,10,5,1
212,3,7,0,0
207,0,0,2,0
26,0,0,0,0
560,3,22,9,1
154,3,27,0,1
112,3,13,7,1
748,10,17,1,1
217,7,23,7,1
606,10,17,7,1
426,0,2,1,0
514,9,7,7,1
202,0,2,0,0
995,10,7,9,1
798,5,12,7,1
167,0,0,1,0
37,2,2,0,0
340,2,9,8,1
434,8,20,9,1
166,0,1,3,0
132,5,3,1,0
888,8,5,6,1
567,5,16,3,1
272,5,20,5,1
109,2,17,6,1
25,2,7,0,0
617,2,14,6,1
144,8,27,10,1
142,9,3,5,1
395,5,3,10,1
283,2,3,1,0
965,1,11,6,1
718,6,8,4,1
129,2,21,7,1
575,5,29,3,1
259,2,0,2,0
629,9,7,2,1
195,2,0,1,0
796,3,25,2,1
54,4,3,1,0
192,1,1,1,0
154,7,21,8,1
64,1,2,2,0
469,0,10,3,1
127,4,3,1,0
29,2,3,5,0
888,2,8,5,1
106,10,11,10,1
232,10,26,3,1
442,1,3,1,0
517,6,19,4,1
489,5,28,0,1
262,0,3,0,0
198,2,0,0,0
220,1,0,0,0
41,0,3,2,0
237,1,1,1,0
84,4,2,2,0
70,4,5,6,1
337,3,9,7,1
243,2,2,2,0
212,3,19,7,1
299,1,2,0,0
178,1,2,2,0
910,8,4,1,1
507,3,3,10,1
226,1,10,1,0
127,3,24,5,1
147,7,25,5,1
228,2,8,6,0
228,2,8,0,0
457,0,2,0,0
222,2,0,2,0
879,8,19,6,1
728,6,5,9,1
276,5,27,2,1
979,8,28,5,1
865,4,1,10,1
247,0,1,4,0
658,6,27,10,1
388,7,24,2,1
348,6,1,7,1
384,1,12,6,1
170,2,1,2,0
240,0,2,0,0
191,6,10,9,1
296,2,1,1,0
248,4,10,1,0
199,10,15,4,1
73,4,3,0,0
110,0,3,1,0
254,1,0,2,0
273,1,0,2,0
213,7,7,2,1
46,0,7,0,0
173,0,9,0,0
65,2,2,2,0
212,9,6,8,1
249,0,3,3,0
89,10,28,4,1
250,2,8,1,0
242,1,0,0,0
165,1,0,0,0
827,0,26,2,1
195,5,6,1,1
217,2,1,2,0
245,4,8,1,0
239,2,26,10,1
475,7,15,10,1
958,8,11,2,1
181,0,4,1,0
460,2,9,8,1
237,1,4,3,1
328,1,2,1,0
679,3,16,5,1
172,2,1,1,0
214,2,0,0,0
278,4,0,0,0
288,2,2,2,0
54,2,11,5,1
912,2,3,5,1
158,1,2,2,0
165,4,3,1,0
612,8,28,9,1
80,10,25,7,1
92,3,17,5,1
168,4,13,2,1
190,10,1,4,1
211,4,1,0,0
822,2,10,8,1
177,2,1,0,0
491,1,10,3,0
36,0,3,2,0
73,1,3,1,0
187,4,18,3,1
292,1,0,1,0
547,1,14,3,1
347,9,8,0,1
126,1,2,1,0
750,7,4,10,1
898,10,25,3,1
410,5,22,9,1
788,7,25,10,1
878,5,4,5,1
429,9,27,9,1
672,6,16,7,1
412,6,6,4,1
177,10,6,3,1
82,6,22,1,1
890,10,28,8,1
683,7,30,4,1
223,0,0,1,0
476,2,1,9,1
261,1,4,1,0
848,2,1,4,1
206,0,0,0,0
357,1,3,1,0
473,1,0,1,0
359,2,1,0,0
747,8,18,5,1
185,2,1,1,0
190,9,18,8,1
146,4,28,5,1
269,2,3,2,0
192,0,29,4,1
236,1,19,3,1
182,4,17,0,1
511,3,26,5,1
452,3,14,4,1
36,2,2,6,0
209,3,0,0,0
344,1,0,0,0
802,2,15,3,1
792,4,1,4,1
92,5,27,10,1
54,1,6,0,0
80,3,1,6,0
106,8,17,3,1
356,10,3,9,1
144,1,4,0,0
784,9,6,3,1
577,9,11,8,1
21,0,1,1,0
154,4,28,7,1
232,1,2,1,0
620,6,8,0,1
189,10,26,4,1
345,3,3,1,0
72,2,3,2,0
70,2,7,2,0
691,7,26,10,1
753,1,5,3,1
198,1,7,3,0
737,2,4,7,1
325,6,3,8,1
140,8,25,7,1
477,10,15,8,1
78,5,3,2,0
143,4,0,8,1
123,4,30,8,1
56,9,3,3,1
229,0,4,6,0
308,3,19,3,1
141,9,5,1,1
324,0,8,3,0
618,6,20,10,1
671,6,18,0,1
85,8,4,9,1
279,6,10,7,1
310,0,2,8,1
162,2,4,0,0
244,1,0,0,0
325,2,3,0,0
681,7,22,1,1
123,10,9,4,1
425,1,0,0,0
167,2,13,1,1
371,4,7,6,1
420,3,20,1,1
888,2,10,0,1
567,3,1,9,1
239,0,1,2,0
480,2,3,0,0
207,0,3,1,0
50,0,3,4,1
388,5,17,5,1
168,0,7,10,1
130,1,2,5,0
52,7,12,7,1
205,0,2,1,0
243,0,3,2,0
244,2,1,1,0
233,0,0,1,0
871,3,10,8,1
168,9,22,0,1
80,0,2,6,0
246,4,1,0,0
50,3,26,2,1
175,2,2,2,0
60,1,7,3,0
340,1,3,6,0
914,10,5,10,1
235,1,3,2,0
53,0,2,4,0
623,3,7,2,1
141,2,3,0,0
236,0,1,3,0
142,9,24,10,1
245,2,2,2,0
26,1,2,1,0
295,2,2,1,0
541,7,1,3,1
926,0,20,8,1
452,3,2,0,1
27,4,2,4,0
676,5,24,5,1
368,2,16,2,1
957,1,9,2,1
162,4,2,5,0
88,2,2,0,0
82,10,8,0,1
141,0,1,1,0
424,10,1,7,1
88,2,18,8,1
154,2,3,5,0
930,0,5,7,1
269,2,1,0,0
714,3,28,6,1
226,4,8,9,1
452,10,3,4,1
475,1,7,7,1
233,5,1,2,0
114,10,28,9,1
546,4,7,4,1
316,3,0,7,1
448,2,11,0,1
715,2,14,7,1
282,0,5,6,0
182,2,5,2,0
897,7,4,10,1
85,9,0,7,1
83,8,14,8,1
195,9,0,8,1
254,1,2,2,0
131,7,20,10,1
121,0,17,4,1
60,3,25,9,1
759,5,2,5,1
431,9,21,2,1
441,0,3,2,0
37,2,2,2,0
327,9,11,9,1
188,1,7,0,0
779,3,23,8,1
855,2,15,3,1
440,4,4,2,0
159,2,9,2,0
161,3,26,8,1
111,0,3,3,0
212,5,1,3,0
453,1,7,0,1
205,0,0,1,0
99,2,3,3,0
190,3,26,2,1
247,5,2,1,0
114,1,20,3,1
334,5,5,9,1
101,1,2,2,0
388,3,21,9,1
203,2,2,5,0
30,0,1,1,0
992,1,18,1,1
301,8,23,10,1
70,7,1,8,1
432,0,2,0,0
185,5,3,2,0
141,7,19,3,1
64,3,27,3,1
341,3,11,8,1
834,0,9,6,1
178,7,19,9,1
240,4,0,1,1
214,2,0,6,0
688,8,6,1,1
51,0,2,0,0
94,0,1,2,0
788,3,10,3,1
154,2,23,9,1
454,0,0,0,0
188,2,1,1,0
192,3,16,3,1
736,2,25,5,1
57,3,24,6,1
819,8,14,7,1
74,1,0,2,0
158,10,26,4,1
126,2,1,2,0
589,3,24,5,1
335,8,20,1,1
278,4,1,3,0
568,4,17,10,1
482,3,16,6,1
121,0,9,6,0
149,2,0,0,0
112,1,2,2,0
207,2,9,2,0
71,0,0,2,0
351,10,7,4,1
216,0,2,2,0
249,5,2,2,0
73,8,11,9,1
400,10,27,10,1
283,0,2,1,0
253,2,0,0,0
218,1,1,1,0
66,0,1,2,0
218,1,3,3,0
28,0,1,0,0
132,0,0,1,0
865,5,7,3,1
301,10,30,3,1
77,2,5,3,1
232,6,29,9,1
120,5,15,5,1
45,1,2,1,0
382,4,1,6,0
797,9,9,6,1
594,6,19,3,1
324,5,25,8,1
97,0,0,0,0
243,1,1,0,0
216,0,8,2,0
786,8,9,0,1
119,0,27,7,1
101,0,9,2,0
638,10,20,2,1
159,0,2,1,0
165,1,1,2,0
238,0,10,0,0
438,1,1,1,0
72,1,1,2,0
293,1,3,0,0
205,1,1,1,0
427,3,16,6,1
353,2,4,2,0
255,1,0,1,0
178,8,22,10,1
